CLAIM,KIDSDRIV,AGE,HOMEKIDS,INCOME,HOMEOWN,MSTATUS,GENDER,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TWC,RED_CAR,CLM_BEF,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1,1,37,1,64927,1,1,0,1,31,1,35270,6,0,0,0,0,15,1
0,0,67,0,45368,1,1,0,1,33,0,20410,4,1,1,0,1,13,1
0,0,40,0,27433,0,0,1,1,47,0,8240,10,0,0,0,1,14,1
0,0,39,0,100474,0,0,1,1,43,1,36790,5,0,1,0,1,9,1
0,1,39,1,55036,1,1,0,0,44,0,30380,3,1,1,0,1,10,1
0,0,47,0,223259,1,0,0,1,36,0,8570,4,0,0,0,0,1,1
0,0,51,0,103721,0,0,0,1,53,0,14310,3,0,1,0,0,13,1
0,0,42,0,111682,0,0,0,0,34,0,14880,6,0,0,0,0,5,1
0,0,44,0,40825,1,1,1,0,23,0,25570,9,0,1,0,0,1,1
0,0,57,0,26222,1,1,0,0,73,0,6800,5,1,0,0,0,1,1
0,0,52,0,143242,1,0,0,1,43,1,23340,1,1,1,0,1,10,1
0,0,50,0,38666,1,1,0,0,70,0,26030,4,0,0,0,1,5,1
1,0,55,0,86574,1,1,0,1,47,0,17020,3,1,0,0,0,18,1
0,0,52,0,64914,1,1,1,1,29,0,34280,6,0,0,0,1,9,1
0,0,44,1,48374,0,1,0,0,48,1,10740,4,0,0,1,0,8,1
0,0,32,1,77021,1,1,0,1,55,1,10400,10,1,0,0,1,13,1
0,0,51,0,42326,1,1,1,1,11,0,12660,1,0,0,0,1,19,1
1,0,46,0,24202,0,0,0,1,24,0,17270,13,1,1,0,1,17,1
1,0,54,0,64548,1,1,0,0,32,1,16360,1,1,1,1,1,1,1
1,0,33,1,36351,1,1,0,0,47,1,11450,10,1,1,0,1,13,1
0,0,42,0,73232,1,0,0,1,36,0,12970,4,0,1,1,1,10,1
0,0,40,0,54475,1,1,0,1,37,0,18170,12,1,0,0,0,11,0
0,0,53,0,42907,1,0,1,1,30,0,12380,10,0,1,0,1,9,1
1,1,37,1,40012,1,1,1,0,20,0,9200,7,0,1,0,1,1,1
0,0,53,0,82824,1,0,0,1,29,1,20220,7,0,1,0,1,1,1
0,0,39,0,30119,1,0,1,0,12,0,8410,7,0,1,1,0,5,1
0,1,43,1,69855,1,1,0,1,65,1,17430,3,1,0,1,1,10,1
0,0,35,0,74781,0,0,0,1,23,0,12480,6,1,0,1,1,15,1
0,0,44,0,0,0,1,0,0,74,0,15580,4,1,0,0,1,6,0
1,0,35,1,34235,1,1,0,0,52,0,8420,3,0,0,1,1,6,1
1,0,44,1,0,0,0,1,1,39,0,23570,1,0,1,0,1,17,1
0,1,36,1,132953,1,1,1,1,42,0,23840,10,0,1,0,1,23,1
1,0,46,0,177832,1,0,0,1,54,0,25240,3,1,1,0,1,14,1
0,0,48,0,28408,1,1,1,0,33,0,14280,7,0,0,0,1,1,1
0,0,46,0,56467,0,0,1,1,37,0,12710,4,0,0,0,0,12,1
0,0,51,0,42383,1,1,0,1,30,0,24350,1,0,0,0,0,15,1
0,0,48,0,0,0,1,1,1,50,0,7970,1,0,0,0,1,20,0
0,1,45,1,26156,1,1,1,1,48,0,11810,1,0,0,0,1,10,1
0,0,47,0,40875,1,1,0,1,64,0,21800,1,1,1,0,1,15,1
0,0,50,0,0,0,1,0,1,26,0,1500,9,1,1,1,1,12,1
0,0,32,0,86380,0,1,0,1,47,1,28710,6,0,0,0,0,8,1
1,0,43,1,82795,0,0,0,1,40,1,8460,1,1,1,0,1,7,1
0,0,49,0,214180,0,0,0,1,19,1,27820,7,1,1,0,1,17,1
1,0,50,0,216924,0,0,1,1,6,0,6500,6,0,1,1,1,12,1
0,0,35,1,154247,1,1,1,1,45,1,23940,9,0,0,0,1,9,1
1,0,47,0,28600,0,0,1,1,28,0,8830,4,0,1,1,1,10,1
0,1,37,1,0,0,1,1,0,38,1,1500,6,0,1,1,1,6,0
0,0,58,0,46946,1,0,0,1,22,0,16860,6,1,1,1,1,13,1
0,1,37,1,28284,1,1,1,0,49,0,7810,6,0,0,0,0,1,1
0,0,28,1,28383,1,1,0,0,26,0,5180,14,1,0,0,1,1,1
0,0,51,0,53323,1,1,1,1,8,0,11930,10,0,0,0,1,8,1
0,0,48,0,47354,1,1,1,0,5,0,11040,4,0,1,0,1,1,1
1,0,45,0,20188,0,0,1,0,38,0,14200,1,0,1,0,1,6,1
1,0,47,0,28808,0,0,0,0,6,1,8770,1,0,0,1,1,8,1
0,0,38,0,30822,1,0,0,0,33,1,20060,1,0,0,0,1,4,1
0,1,42,1,23759,1,1,0,0,66,0,12420,6,0,0,0,0,1,0
1,0,48,0,34669,1,1,0,0,42,1,8630,1,0,1,0,1,1,1
0,1,40,1,126291,1,1,1,1,24,0,25130,6,0,0,0,0,17,1
0,0,45,0,92792,0,0,1,1,28,0,6000,1,0,1,0,1,17,1
0,0,40,0,17020,1,1,0,0,5,1,7960,6,1,0,0,1,1,0
0,0,54,0,136052,0,0,0,1,33,0,20510,11,1,1,0,0,13,1
1,0,50,0,180074,1,1,1,1,59,0,35520,4,0,1,0,1,1,1
0,0,44,1,31473,1,0,1,0,45,0,14970,1,0,1,0,1,6,1
0,0,59,0,126093,0,0,1,1,62,0,14110,1,0,0,1,0,4,1
0,0,55,0,42516,0,0,0,0,54,0,14570,1,1,0,0,1,8,0
1,0,26,1,68524,0,0,1,1,34,0,1500,3,0,1,0,1,10,1
0,0,47,0,36229,1,0,1,0,48,0,5120,6,0,0,1,0,1,0
1,0,45,0,125058,0,0,0,1,33,1,18510,1,1,0,1,0,8,1
0,0,54,0,52895,0,0,0,0,34,0,12260,1,1,1,0,1,11,1
0,1,40,1,55395,1,0,1,0,45,0,28910,8,0,0,1,0,1,0
0,0,44,1,87445,0,1,0,0,44,1,17200,3,0,0,0,0,1,0
1,0,38,0,12216,0,0,1,0,39,1,5560,6,0,0,1,0,1,1
0,0,38,0,29624,1,1,0,0,49,1,21410,10,0,1,0,1,8,1
0,1,42,1,0,1,1,1,1,5,0,9240,4,0,0,1,0,13,1
0,0,47,0,52284,1,0,1,1,34,0,11440,1,0,0,0,1,13,1
0,0,60,0,41048,0,0,0,1,5,0,8040,1,0,0,0,0,4,1
0,0,47,0,124520,1,1,0,1,21,0,22050,10,1,0,0,1,9,1
0,0,49,0,21129,0,0,1,1,24,0,8660,7,0,0,0,1,15,1
1,0,33,1,28084,1,1,1,0,43,0,11100,1,0,1,0,1,1,1
1,0,35,1,77179,0,0,0,0,34,1,12720,10,0,0,0,0,4,1
0,0,47,0,21517,1,1,0,0,34,1,27430,4,1,1,0,1,1,1
0,0,43,1,36849,1,1,0,0,27,0,9480,4,0,0,0,0,8,1
0,0,46,0,0,0,0,1,0,41,0,6100,3,0,0,0,1,1,0
0,1,43,1,71141,1,0,0,1,36,0,14010,13,1,1,0,1,1,1
1,0,28,1,12117,0,0,0,1,26,1,5510,1,1,0,0,1,1,1
0,0,55,0,0,1,1,1,1,30,0,19590,6,0,0,0,0,11,1
0,0,51,0,271813,1,1,0,1,48,1,49230,1,1,0,0,0,6,1
0,0,32,0,53194,0,0,1,1,32,0,19660,10,0,1,0,0,13,1
0,0,40,1,45216,1,1,1,1,44,0,14610,8,0,0,0,0,7,0
1,1,45,1,90479,1,1,0,1,30,1,36330,1,0,0,0,0,1,1
0,0,54,0,132687,0,0,1,1,55,0,20170,10,0,0,0,0,18,1
0,0,39,0,59935,1,1,1,1,35,1,7490,15,0,0,0,0,13,1
1,0,41,0,18939,0,0,0,0,50,0,5600,6,0,1,0,1,1,1
0,0,52,0,64014,1,1,0,0,33,1,16870,1,1,1,0,1,5,1
1,0,43,1,50952,0,0,0,0,27,0,10900,7,0,0,0,0,9,1
1,0,46,0,54945,0,1,1,0,40,0,12220,1,0,1,0,0,10,1
0,0,43,0,86347,1,1,1,1,34,0,23570,6,0,0,0,1,12,1
0,0,40,1,97217,0,0,0,1,32,1,21930,6,0,1,0,0,14,1
0,1,40,1,80395,1,1,0,1,31,1,22770,1,1,1,1,1,11,1
0,1,45,1,22679,1,1,1,0,37,0,24120,1,0,0,0,1,5,0
0,0,53,0,18,1,1,1,0,48,0,17300,6,0,0,0,1,1,1
0,0,51,0,48580,0,0,1,1,11,0,21220,4,0,0,0,1,4,0
0,0,39,0,108311,1,1,0,1,43,0,24550,4,0,0,0,1,1,1
0,0,52,0,66888,1,1,1,1,52,0,22050,5,0,0,0,1,12,1
0,0,57,0,119975,1,1,1,1,40,0,7880,6,0,0,0,1,13,1
0,0,24,0,12527,1,1,1,1,19,0,13980,1,1,0,0,0,7,1
1,0,58,0,45977,0,1,1,0,52,1,9960,13,0,1,0,1,10,1
1,0,52,0,273507,1,0,0,1,26,1,17570,1,0,1,0,1,16,1
0,0,29,1,22698,0,0,1,0,30,0,20120,1,0,0,1,1,1,0
1,0,57,0,162519,0,0,1,1,25,0,23450,4,0,1,0,1,14,1
0,0,38,0,50015,0,0,1,0,25,0,14410,11,0,0,0,1,1,0
0,0,34,1,16839,1,1,0,0,37,0,7340,4,1,0,0,1,1,1
1,0,31,1,64365,0,1,0,1,23,1,4900,3,1,1,0,0,16,1
0,0,52,0,74175,0,0,0,0,24,0,14120,7,1,1,0,1,10,1
1,0,56,0,36635,1,1,1,0,16,0,5160,6,0,1,1,1,11,1
0,0,50,0,98172,0,0,1,1,5,0,16320,13,0,0,0,1,20,0
0,0,47,0,87236,1,0,0,1,62,0,9820,1,0,0,1,1,1,1
0,0,35,1,66662,1,1,1,0,73,1,11670,6,0,0,0,1,8,0
0,0,48,0,144906,0,0,0,1,42,1,33040,1,1,0,0,1,17,1
0,0,39,1,79961,1,1,1,1,41,0,13400,4,0,1,0,1,7,1
0,0,51,0,82591,1,1,1,0,14,0,25740,4,0,0,0,0,1,0
0,0,39,1,71950,1,1,1,0,21,1,3070,3,0,1,0,1,11,1
0,0,37,0,111152,1,1,0,1,39,1,15410,4,0,1,0,0,9,1
0,0,53,0,79082,1,1,1,1,27,1,14850,1,0,1,0,1,1,1
0,0,60,0,69211,1,1,0,0,28,1,26690,10,0,0,0,0,1,0
0,0,46,0,94198,1,1,0,1,42,1,26190,6,1,0,0,0,7,0
0,1,42,1,122744,1,1,1,1,24,0,13770,14,0,0,0,0,5,1
0,0,39,1,79415,1,1,1,0,45,1,13870,9,0,1,1,1,10,1
1,0,42,1,98515,1,0,1,1,22,0,15990,1,0,1,0,1,17,1
0,0,47,0,58081,0,0,1,1,42,0,12010,1,0,0,0,1,12,1
0,0,49,0,20529,1,1,1,0,40,0,8450,14,0,0,0,0,3,1
0,0,29,1,28459,1,1,0,0,63,0,6970,10,0,0,1,0,9,1
0,0,41,0,48022,0,0,1,1,40,0,11050,11,0,0,0,0,18,1
0,0,40,1,51583,1,1,1,1,51,0,29330,1,0,1,0,0,13,1
0,0,46,0,52543,1,1,0,0,33,1,18450,4,0,1,0,0,1,1
1,1,36,1,131090,1,0,0,1,29,1,32430,1,1,1,0,1,9,1
0,0,42,0,22743,1,1,1,0,12,0,17270,6,0,1,0,1,1,1
0,0,40,1,46224,1,1,0,0,43,1,5500,5,0,0,0,0,1,1
0,0,52,0,58780,0,0,0,1,45,1,12580,4,1,1,0,0,5,1
1,1,44,1,42408,0,0,0,1,43,1,6400,13,1,0,0,1,9,1
0,0,52,0,68471,1,1,0,1,11,1,22140,5,1,0,0,0,13,1
0,0,31,1,0,0,0,1,1,23,0,14140,3,0,0,0,0,1,0
0,0,57,1,8254,0,1,1,0,79,1,1500,10,0,1,0,1,1,0
1,0,39,0,23551,0,0,0,0,39,1,9200,10,1,1,0,1,1,1
1,0,51,0,94160,1,0,0,0,31,0,6600,1,0,1,0,0,5,1
1,0,29,1,0,0,0,1,0,40,1,9370,10,0,0,0,0,1,1
0,0,49,0,65884,0,0,1,1,30,1,10240,1,0,1,0,1,15,1
0,0,42,0,74223,0,0,0,1,5,1,13120,1,1,1,1,1,10,1
0,0,37,0,91613,1,0,0,1,57,1,14360,7,1,0,0,0,13,0
0,0,52,0,4857,1,1,1,0,42,0,7190,1,0,0,0,0,9,0
1,0,50,1,61138,1,1,0,1,16,0,36330,1,0,0,0,1,1,1
1,0,34,0,39752,1,0,0,1,40,1,21510,4,0,1,0,1,10,1
0,0,53,0,53261,1,1,0,1,19,0,1500,1,0,0,0,0,13,1
0,1,37,1,79846,0,0,1,0,27,0,13180,14,0,1,0,0,1,0
0,1,39,1,0,0,1,1,0,38,1,9400,6,0,1,0,0,1,0
0,0,50,0,43610,1,1,0,1,57,0,14730,3,0,0,0,1,7,1
1,0,46,0,77946,1,1,0,0,34,1,17840,3,1,1,0,1,1,1
0,0,56,0,229724,0,0,1,1,61,1,42580,14,0,0,0,1,23,1
1,0,49,0,26217,0,0,0,1,15,0,12510,6,1,1,0,1,16,1
0,0,40,0,30926,0,1,1,1,35,0,8440,1,0,0,0,0,7,1
1,1,40,1,159889,1,1,1,1,10,0,24870,4,0,1,0,1,13,1
1,0,35,0,55578,1,1,1,0,47,1,22230,5,0,0,0,1,5,1
0,0,38,0,10521,0,0,1,0,47,0,24580,4,0,0,0,1,1,0
0,0,36,1,10705,1,1,1,0,24,0,6330,4,0,0,0,1,1,0
1,0,37,0,55076,1,1,0,0,23,0,16400,4,0,0,0,1,1,1
0,0,31,1,101321,0,0,0,1,5,0,11640,1,1,0,0,0,11,1
1,1,46,0,83790,1,1,0,1,53,0,16450,6,0,1,0,1,10,1
0,0,46,0,17991,0,0,1,0,61,0,17280,1,0,0,0,0,4,0
0,0,48,0,58438,1,0,1,0,16,0,25670,1,0,1,0,1,8,1
0,0,57,0,82198,1,1,1,1,31,0,19000,6,0,0,0,0,7,1
0,1,43,1,0,1,1,1,0,30,0,5800,1,0,1,0,1,10,1
1,1,58,1,46187,1,1,1,0,27,0,4090,4,0,0,0,0,1,1
0,0,59,0,1249,1,1,1,1,11,0,7520,1,0,0,0,0,1,1
0,0,46,0,47655,0,0,1,0,18,0,13210,3,0,0,0,1,8,0
0,0,47,0,0,1,1,0,1,28,0,5710,6,0,1,0,1,13,1
0,0,39,0,102903,1,1,1,1,9,0,7640,6,0,1,0,1,19,1
0,1,59,1,55165,1,1,1,1,34,0,14050,1,0,0,0,0,10,0
1,1,42,1,61365,1,1,1,1,36,0,14830,10,0,0,0,0,13,1
0,0,53,0,83353,0,0,1,1,21,0,20220,1,0,1,0,0,13,1
0,1,39,1,109387,1,1,0,1,20,1,5330,6,1,0,0,0,6,0
0,0,46,0,60352,1,1,0,0,51,0,12140,1,1,0,0,1,10,0
0,0,45,0,79627,1,1,0,1,31,0,5900,1,0,0,0,0,10,1
0,0,33,0,40071,0,1,1,1,23,0,8810,1,0,0,0,1,10,1
1,0,29,1,17984,0,0,0,0,35,0,13680,7,1,1,0,1,1,1
0,0,56,0,45762,0,1,0,1,23,1,19620,1,1,0,0,1,10,1
1,0,40,1,50401,1,0,1,0,5,0,1500,6,0,0,0,1,7,1
0,0,35,0,17975,0,0,1,0,35,0,12320,1,0,1,0,1,6,1
0,0,34,1,129682,0,0,0,1,42,0,17870,3,1,0,0,0,16,1
0,0,39,0,15430,1,0,1,0,20,0,6940,9,0,0,0,0,1,0
1,1,41,1,111014,1,0,1,1,35,0,1500,6,0,1,1,1,17,1
0,0,59,0,84401,1,1,1,1,39,0,15910,1,0,0,0,0,15,0
1,0,48,0,54028,1,1,1,1,46,0,6450,1,0,1,0,0,7,1
0,0,49,0,126820,0,0,1,1,31,0,19080,1,0,1,0,1,12,1
0,0,54,0,61428,1,1,0,1,5,1,23450,1,1,0,0,0,8,0
0,0,36,1,47060,1,1,1,1,32,0,26170,10,0,0,0,0,6,1
0,1,43,1,67546,0,0,1,1,9,0,26880,6,0,0,0,0,10,1
1,0,47,0,0,0,0,1,0,26,0,6200,6,0,0,0,1,1,1
0,0,37,1,0,1,1,1,1,41,0,1500,1,0,0,0,1,5,1
1,0,50,0,33575,1,1,0,0,44,1,12470,1,0,1,1,0,7,1
0,0,52,0,0,1,0,1,1,70,0,15070,1,0,0,0,0,12,0
0,0,44,0,148065,0,0,1,1,32,0,24600,1,0,1,0,1,13,1
0,0,55,0,152567,1,1,0,1,40,0,18290,3,1,0,0,0,18,1
1,0,52,0,38806,1,1,0,0,69,1,10580,1,1,1,0,1,10,1
1,0,21,1,0,0,0,1,0,14,1,9560,4,1,1,0,1,1,0
0,0,59,0,74419,1,0,0,1,10,1,7400,9,0,0,0,1,9,1
0,0,34,1,0,0,0,1,0,22,1,6790,1,0,1,0,1,7,1
0,0,43,0,48248,1,1,0,1,74,1,10620,4,0,0,0,0,6,0
0,0,59,0,43378,1,1,1,0,31,0,1500,6,0,0,0,0,1,1
0,0,42,0,107562,1,1,1,1,36,0,21600,8,0,0,0,1,15,1
1,0,53,0,40383,1,0,0,1,27,0,10490,1,0,1,0,1,11,1
0,0,43,0,170381,0,0,1,1,32,0,19190,10,0,1,0,1,21,1
0,0,52,0,91209,0,0,1,1,26,0,15820,4,0,0,0,1,13,0
1,1,45,1,38563,0,0,1,1,6,0,9860,1,0,0,1,0,11,1
0,0,52,0,143073,1,1,1,1,29,0,22190,9,0,1,0,1,10,1
0,0,51,1,45174,1,1,1,1,26,1,33850,10,0,0,0,1,7,1
1,0,45,1,28453,1,1,0,0,30,0,13730,11,1,1,0,1,1,1
1,0,42,0,155570,0,0,1,1,39,0,16390,6,0,1,0,0,13,1
0,1,45,1,60769,1,1,0,1,28,0,8310,11,0,0,0,1,10,1
1,0,31,1,106614,1,1,1,0,21,1,15260,7,0,1,1,1,1,1
0,0,53,0,145737,1,1,0,1,20,0,21370,6,1,0,0,1,11,1
1,0,55,0,40683,1,1,1,0,32,1,5570,13,0,0,0,1,9,1
0,0,51,0,17398,1,1,0,1,28,0,23720,7,0,0,0,0,14,1
1,1,42,1,46436,1,1,1,1,37,1,25140,4,0,1,0,1,14,1
0,0,55,0,241408,0,0,1,1,41,0,24680,1,0,0,0,0,17,1
0,1,43,1,180152,0,0,1,1,53,0,23820,10,0,0,0,1,16,1
0,0,28,1,28472,0,0,0,0,59,1,15920,3,1,0,0,1,9,0
0,0,40,0,53241,1,1,1,1,48,0,15390,3,0,0,0,0,12,1
1,0,51,1,23766,1,1,0,0,43,1,8980,7,1,0,0,0,6,1
0,0,46,0,132292,1,1,1,1,43,0,31010,10,0,0,0,1,1,1
0,0,46,0,51247,1,1,0,0,49,1,25480,1,1,0,0,0,1,1
0,0,65,0,61059,1,1,0,1,32,0,14110,4,1,1,0,1,18,1
0,0,51,0,183316,0,0,0,1,29,1,27980,4,1,0,0,0,17,0
0,0,42,0,61419,1,1,0,0,6,0,9330,1,0,0,0,1,4,1
0,0,51,0,7601,1,1,1,0,37,0,27680,1,0,0,0,0,1,1
0,0,43,0,94758,1,0,0,1,46,0,15280,10,1,0,0,0,20,0
0,0,47,0,40430,0,0,1,1,20,0,20550,4,0,1,0,1,16,1
0,0,50,0,25104,1,1,1,0,21,0,17340,17,0,0,0,1,1,1
0,0,55,0,58959,1,1,1,1,8,0,7000,3,0,0,0,1,17,1
0,0,45,0,76910,1,1,0,0,52,1,34200,7,1,0,0,0,6,1
0,0,44,1,58069,0,1,0,0,14,0,7310,1,1,0,0,0,1,1
0,0,32,1,27388,0,0,1,0,30,1,7440,1,0,0,0,0,4,1
0,0,67,0,53714,1,0,0,1,27,0,21810,1,0,1,0,0,13,0
0,0,52,0,100501,0,0,0,1,36,1,16750,1,1,0,0,0,10,0
1,0,39,1,18362,0,0,0,0,34,1,26550,7,0,1,0,1,1,1
0,0,47,0,153802,1,1,0,1,42,0,21580,6,1,0,0,0,14,1
1,0,57,0,44108,0,0,1,0,14,0,18530,10,0,1,0,0,1,1
0,0,38,0,141365,1,0,0,1,43,1,31140,6,1,1,0,0,10,1
1,0,39,1,0,0,0,1,0,18,1,5200,14,0,1,0,1,1,1
0,0,42,1,31988,0,0,1,0,59,0,1500,10,0,0,1,1,1,0
0,0,54,0,106880,1,1,1,1,27,0,32880,1,0,0,0,0,10,1
0,0,44,1,88327,1,1,1,1,22,0,22060,7,0,0,1,0,11,1
0,1,41,1,6352,0,1,0,0,53,0,12930,13,0,1,0,0,1,1
0,0,56,0,55722,1,1,0,0,21,1,23130,4,0,0,0,0,1,0
1,0,46,0,147091,0,0,1,1,57,1,30690,4,0,1,1,0,19,1
0,0,52,0,65529,0,0,0,1,10,0,20310,1,1,0,0,0,9,1
0,0,46,0,26391,0,0,1,0,15,1,6100,16,0,0,0,1,7,0
0,0,33,1,23514,1,1,1,0,27,0,7560,13,0,0,0,0,7,0
0,0,49,0,109183,1,1,0,1,67,0,19590,10,1,0,0,1,9,1
0,0,49,0,54869,0,0,0,1,31,1,11890,1,0,0,0,0,1,1
0,0,30,1,89216,1,1,0,1,66,1,10420,1,1,0,0,0,2,1
0,0,48,0,46839,0,0,0,0,51,1,18670,6,1,0,0,0,1,0
0,1,38,1,67347,1,1,1,1,79,1,30180,10,0,0,0,1,9,0
1,0,60,0,0,0,0,1,1,46,0,8960,3,0,0,1,1,10,1
1,0,61,0,76875,0,0,1,1,39,0,17740,10,0,1,0,1,1,1
1,1,45,1,108151,0,0,1,1,50,0,12320,11,0,1,0,0,1,1
1,0,51,1,30531,1,1,1,0,48,1,15470,1,0,1,0,1,1,1
0,0,33,1,52705,1,1,1,0,11,1,22640,3,0,1,0,1,1,0
0,0,47,0,59699,1,1,1,1,29,1,22690,4,0,0,0,1,11,1
1,0,47,0,48058,1,1,0,1,56,0,19030,6,0,0,0,0,18,1
0,0,38,0,138953,0,0,1,1,24,0,19200,9,0,0,0,1,16,0
0,0,52,0,33255,1,1,0,0,33,0,11180,4,0,0,0,1,1,0
0,1,45,1,65750,1,1,1,1,5,0,14980,9,0,1,1,1,10,1
0,0,52,0,58454,1,1,0,1,26,0,28900,10,0,0,0,0,17,1
1,0,47,0,116767,1,1,1,1,67,0,34610,1,0,0,0,1,8,1
0,0,32,1,47950,1,1,1,0,47,0,9490,1,0,0,0,0,1,1
0,0,53,0,117644,1,1,1,0,41,0,23920,10,0,0,0,1,11,1
0,0,51,0,118301,1,1,1,1,36,0,20650,1,0,1,0,0,15,1
0,0,54,0,92513,0,0,0,1,13,0,22150,3,0,0,0,0,10,1
1,0,35,1,55637,0,0,1,0,38,1,22780,1,0,0,0,0,1,1
0,0,57,0,157191,1,1,1,0,19,1,22920,6,0,0,0,1,1,1
0,0,48,0,203751,1,1,1,1,30,0,26680,6,0,0,0,0,13,1
1,0,51,0,67452,0,0,1,0,58,1,21600,3,0,1,0,1,5,1
0,0,44,1,1769,0,0,1,0,48,0,6080,4,0,1,0,1,8,1
0,0,47,0,80198,1,0,0,1,31,1,14220,1,1,0,0,0,9,1
0,0,35,0,77339,0,0,1,0,30,1,9230,6,0,1,0,1,11,1
0,0,47,0,48517,1,1,1,0,33,0,16460,4,0,1,0,1,1,1
0,0,33,1,40990,1,1,1,0,33,1,20280,3,0,1,1,0,1,1
0,1,41,1,38129,1,1,1,0,18,0,28190,6,0,1,0,1,1,1
0,0,38,1,54064,1,1,1,1,7,0,12220,7,0,0,0,1,7,1
0,0,42,1,15840,1,0,0,0,65,1,17830,13,0,0,0,1,8,0
0,0,48,0,43283,1,1,1,1,42,0,10630,10,0,0,0,1,11,0
0,0,34,1,45085,1,0,1,0,61,0,28300,10,0,1,0,1,9,1
0,0,42,0,20882,0,0,1,0,17,0,17140,10,0,1,0,0,1,1
1,1,58,1,125791,1,1,1,1,45,0,14680,9,0,1,0,1,18,1
0,0,50,0,71511,1,1,0,1,5,1,24770,10,1,0,0,0,23,1
0,0,30,1,71996,1,1,1,1,21,0,11700,14,0,0,0,0,16,1
1,0,45,1,14604,1,0,1,0,52,0,7460,16,0,1,0,1,1,1
0,1,44,1,0,0,1,1,1,31,0,5900,10,0,1,0,0,11,1
0,0,41,0,60772,1,1,0,1,45,0,22510,10,0,0,0,1,10,1
0,0,57,0,54486,0,0,0,1,24,0,5980,1,1,0,0,0,8,1
0,0,54,0,217584,1,1,1,1,29,0,31180,11,0,0,0,1,12,1
1,0,37,1,42758,0,1,1,0,24,1,9480,10,0,1,0,0,11,1
0,0,57,0,67997,1,1,0,1,56,0,18280,1,1,0,0,0,7,1
1,1,44,1,216412,1,1,0,1,40,1,28770,1,0,1,0,0,18,1
0,0,45,1,47343,1,1,1,0,16,1,1500,1,0,0,0,1,8,0
0,0,50,0,121746,0,1,0,1,30,1,23490,10,1,1,0,0,9,1
0,1,45,1,39315,1,1,1,1,27,1,28870,1,0,1,0,1,3,1
0,0,60,0,0,1,1,1,1,24,0,7500,9,0,0,0,0,12,0
0,0,46,0,104017,0,0,0,1,13,1,21610,1,0,1,0,1,15,1
1,0,48,0,0,0,1,0,0,30,1,10940,1,1,0,0,0,12,0
0,0,52,0,126865,1,0,0,1,16,0,14440,1,1,1,0,1,15,1
0,0,40,0,29499,1,0,1,0,23,0,8450,14,0,0,0,0,1,1
0,0,52,0,51669,1,1,0,1,35,0,15780,13,1,0,0,1,7,1
0,0,52,0,85288,1,1,0,1,31,0,17480,1,0,0,0,0,1,1
0,1,44,1,55989,1,1,0,0,46,1,7100,3,1,0,0,0,3,0
1,1,44,1,27052,0,0,1,0,15,0,8610,6,0,1,0,1,3,1
1,0,43,0,40791,1,1,0,0,7,1,9480,4,1,1,0,1,1,1
0,0,45,1,85428,1,0,1,0,16,0,7890,6,0,0,0,0,1,1
0,0,49,0,20116,1,0,1,1,54,0,20900,1,0,0,0,0,11,0
0,0,50,0,144932,1,0,0,1,42,0,20990,1,1,0,0,0,15,1
0,0,32,1,69557,1,1,1,0,47,1,11660,1,0,0,0,0,9,0
0,0,42,1,67644,1,1,1,1,25,1,8260,6,0,1,0,1,8,1
0,0,31,1,18903,1,1,1,0,48,0,18060,1,0,0,0,1,7,1
0,0,39,0,89712,0,0,1,1,54,0,22810,11,0,1,0,0,11,1
0,0,53,0,23847,1,0,1,1,51,0,17970,7,0,0,0,1,14,1
0,1,38,1,6611,1,1,0,1,39,0,11810,10,0,0,0,0,14,0
0,0,32,0,62507,1,0,1,1,48,1,32090,3,0,1,0,1,1,1
0,0,51,0,30758,0,1,0,0,55,0,15340,6,1,1,0,1,5,1
0,0,50,0,22365,1,1,1,0,17,0,6500,11,0,0,0,0,1,0
1,0,33,1,93258,1,1,0,1,66,1,20120,9,0,1,0,1,7,1
0,0,54,0,33472,1,1,0,0,29,0,14150,4,1,1,1,1,1,1
0,0,47,0,42991,1,1,0,0,10,0,20720,4,1,0,0,0,1,1
0,0,49,0,100260,0,0,0,1,43,1,11370,7,1,1,0,1,13,1
1,1,42,1,65598,0,1,0,1,35,1,5700,1,0,1,0,1,10,1
0,0,41,1,153270,1,1,1,1,12,1,30480,4,0,1,1,1,6,1
0,0,55,0,60436,1,1,1,1,34,1,17300,6,0,0,0,0,9,1
0,0,45,0,43998,0,1,1,1,16,0,20430,4,0,0,0,1,15,1
0,0,36,0,111961,0,0,0,1,33,1,16300,1,0,1,0,0,12,1
0,0,40,1,64520,1,0,0,1,12,0,10480,10,1,1,0,1,14,1
0,0,52,1,63936,1,1,1,0,34,1,27240,10,0,0,0,1,1,1
0,0,30,1,36720,1,1,1,0,46,1,13410,4,0,0,0,0,1,0
0,0,36,1,0,1,1,1,0,17,0,5100,6,0,0,0,0,1,1
1,0,44,0,27222,0,0,0,0,25,1,8620,1,1,0,0,1,1,0
0,0,45,0,63432,1,0,1,1,47,1,12340,6,0,1,0,1,15,1
0,0,43,0,74276,0,1,1,0,34,0,12640,6,0,1,1,1,1,1
0,0,26,1,27666,0,1,1,0,5,0,20310,9,0,1,0,1,9,0
0,0,50,0,31889,1,1,1,0,24,0,11050,6,0,0,0,1,6,0
